date,lat,lon,elev,slope,VV,VH,angle,sm_pred,comp_date,n_images
2025-10-17,-25.16734793821706,29.41730020845953,889.5120849609375,0.2736734743049231,-12.639859695444295,-19.963452857293976,39.46442413330078,14.467744408275315,2025-10-14,1
2025-10-17,-25.16734793821706,29.417399461584484,889.4650268554688,0.2736734743049231,-15.227510966029502,-21.22593001929396,39.46347427368164,12.882178583196119,2025-10-14,1
2025-10-17,-25.16725810709956,29.416803942834765,889.200439453125,0.2736734743049231,-11.653781307912025,-22.934843306817307,39.4663200378418,17.952386165609024,2025-10-14,1
2025-10-17,-25.16725810709956,29.41690319595972,889.200439453125,0.2736734743049231,-11.653781307912025,-22.934843306817307,39.4663200378418,17.952386165609024,2025-10-14,1
2025-10-17,-25.16725810709956,29.41700244908467,889.200439453125,0.2736734743049231,-12.639859695444295,-19.963452857293976,39.465370178222656,14.583095984113323,2025-10-14,1
2025-10-17,-25.16725810709956,29.417101702209624,889.200439453125,0.2736734743049231,-12.639859695444295,-19.963452857293976,39.465370178222656,14.583095984113323,2025-10-14,1
2025-10-17,-25.16725810709956,29.41720095533458,889.5120849609375,0.2736734743049231,-12.639859695444295,-19.963452857293976,39.46442413330078,14.467744408275315,2025-10-14,1
2025-10-17,-25.16725810709956,29.41730020845953,889.5120849609375,0.2736734743049231,-12.639859695444295,-19.963452857293976,39.46442413330078,14.467744408275315,2025-10-14,1
2025-10-17,-25.16725810709956,29.417399461584484,889.4650268554688,0.2736734743049231,-15.227510966029502,-21.22593001929396,39.46347427368164,12.882178583196119,2025-10-14,1
2025-10-17,-25.16725810709956,29.41749871470944,889.4650268554688,0.2736734743049231,-11.466343625686308,-23.857049277340188,39.462528228759766,14.777984522665802,2025-10-14,1
2025-10-17,-25.16716827598206,29.41630767721,889.0532836914062,0.2736734743049231,-10.552644273439329,-20.740964119707908,39.469482421875,16.31034755269654,2025-10-14,1
2025-10-17,-25.16716827598206,29.41640693033495,889.0532836914062,0.2736734743049231,-10.552644273439329,-20.740964119707908,39.469482421875,16.31034755269654,2025-10-14,1
2025-10-17,-25.16716827598206,29.416506183459905,889.0532836914062,0.2736734743049231,-9.989968098575709,-20.81114542490097,39.468536376953125,16.164618385994498,2025-10-14,1
2025-10-17,-25.16716827598206,29.41660543658486,889.19482421875,0.2736734743049231,-12.046903142328162,-22.343096498691782,39.46759033203125,15.68414617480545,2025-10-14,1
2025-10-17,-25.16716827598206,29.41670468970981,889.19482421875,0.2736734743049231,-12.046903142328162,-22.343096498691782,39.46759033203125,15.68414617480545,2025-10-14,1
